Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
6008,94.09,6076,3,Male,Male-Dark,Mohawk Thin,Eye Patch,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6009,93.34,6163,4,Male,Male-Light,Headband,Eye Mask,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
6010,119.27,3425,3,Male,Male-Light,Purple Hair,NONE,NONE,NONE,NONE,Vape,NONE,NONE,Earring
6011,114.82,3823,3,Male,Male-Light,Wild Hair,Big Shades,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
6012,92.31,6294,4,Male,Male-Light,Wild Hair,VR,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6013,94.58,6006,3,Male,Male-Mid,Headband,Horned Rim Glasses,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6014,197.08,630,2,Male,Male-Light,Police Cap,NONE,NONE,NONE,NONE,NONE,Buck Teeth,NONE,NONE
6015,222.51,436,3,Female,Female-Mid,Straight Hair Blonde,Welding Goggles,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6016,162.88,1113,4,Male,Male-Dark,Peak Spike,NONE,Front Beard Dark,NONE,Gold Chain,Cigarette,NONE,NONE,NONE
6017,99.85,5414,3,Female,Female-Albino,Mohawk Thin,Clown Eyes Blue,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6018,168.7,973,4,Male,Male-Mid,Knitted Cap,VR,Chinstrap,NONE,Gold Chain,NONE,NONE,NONE,NONE
6019,70.72,8830,2,Male,Male-Light,Shaved Head,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6020,107.71,4540,4,Male,Male-Mid,Stringy Hair,Horned Rim Glasses,NONE,Mole,NONE,Pipe,NONE,NONE,NONE
6021,77.64,8017,2,Female,Female-Light,Bandana,Eye Mask,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6022,93.81,6103,3,Male,Male-Dark,Crazy Hair,Horned Rim Glasses,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6023,65.37,9175,3,Female,Female-Mid,Messy Hair,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6024,134.62,2215,3,Male,Male-Albino,Fedora,Regular Shades,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6025,116.77,3648,3,Female,Female-Light,Red Mohawk,NONE,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
6026,76.76,8180,2,Male,Male-Light,Wild Hair,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6027,85.51,7005,3,Male,Male-Light,Shaved Head,Classic Shades,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6028,83.72,7235,3,Female,Female-Dark,Stringy Hair,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6029,119.01,3446,3,Female,Female-Mid,Tassle Hat,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6030,190.83,673,3,Female,Female-Mid,Wild Blonde,Classic Shades,NONE,Spots,NONE,NONE,NONE,NONE,NONE
6031,144.44,1682,3,Male,Male-Mid,NONE,Horned Rim Glasses,Front Beard Dark,NONE,NONE,Pipe,NONE,NONE,NONE
6032,125.36,2856,3,Male,Male-Mid,Stringy Hair,Regular Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6033,120.74,3325,3,Male,Male-Mid,Do-rag,NONE,Muttonchops,NONE,NONE,Vape,NONE,NONE,NONE
6034,162.87,1114,4,Male,Male-Light,Cap,NONE,Normal Beard,NONE,NONE,Pipe,NONE,Clown Nose,NONE
6035,89.72,6604,3,Male,Male-Dark,Headband,NONE,Front Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6036,106.6,4677,3,Male,Male-Mid,Hoodie,Horned Rim Glasses,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6037,77.52,8037,2,Female,Female-Albino,Crazy Hair,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6038,97.83,5606,3,Female,Female-Dark,Crazy Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6039,63.17,9378,3,Male,Male-Mid,Mohawk Thin,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6040,144.19,1690,3,Male,Male-Light,Police Cap,Regular Shades,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
6041,68.62,8989,2,Male,Male-Mid,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6042,106.25,4733,3,Male,Male-Albino,Cap Forward,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6043,205.09,573,2,Female,Female-Dark,Orange Side,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6044,92.14,6317,4,Male,Male-Mid,Shaved Head,Regular Shades,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6045,116.47,3677,2,Female,Female-Light,Straight Hair Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6046,84.62,7119,3,Male,Male-Mid,Frumpy Hair,3D Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6047,138.33,2016,4,Female,Female-Light,Tassle Hat,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
6048,89.83,6591,3,Male,Male-Dark,Frumpy Hair,Nerd Glasses,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6049,179.84,786,3,Female,Female-Light,Wild White Hair,Clown Eyes Blue,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
6050,78.77,7812,3,Male,Male-Light,Messy Hair,NONE,Chinstrap,NONE,NONE,NONE,NONE,NONE,Earring
6051,131.07,2409,2,Male,Male-Albino,Messy Hair,NONE,NONE,Rosy Cheeks,NONE,NONE,NONE,NONE,NONE
6052,80.35,7608,3,Male,Male-Light,Shaved Head,Small Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6053,106.45,4695,3,Male,Male-Albino,Mohawk Dark,Nerd Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6054,147.56,1541,4,Male,Male-Mid,Mohawk Thin,3D Glasses,Front Beard Dark,NONE,NONE,Pipe,NONE,NONE,NONE
6055,149.71,1465,4,Female,Female-Albino,Wild White Hair,Nerd Glasses,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
6056,131.62,2374,4,Male,Male-Albino,Bandana,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,Smile,NONE,NONE
6057,168.28,986,4,Female,Female-Albino,Straight Hair,Green Eye Shadow,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
6058,85.39,7020,3,Male,Male-Light,Stringy Hair,NONE,NONE,NONE,NONE,NONE,Smile,NONE,Earring
6059,70.78,8825,3,Female,Female-Light,Cap,NONE,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
6060,173.93,891,3,Male,Male-Light,Do-rag,NONE,NONE,Spots,NONE,NONE,Smile,NONE,NONE
6061,122.62,3142,4,Male,Male-Light,Stringy Hair,3D Glasses,NONE,NONE,NONE,NONE,Smile,NONE,Earring
6062,205.2,572,5,Male,Male-Mid,Police Cap,3D Glasses,Mustache,NONE,NONE,Cigarette,NONE,NONE,Earring
6063,126.45,2772,3,Male,Male-Light,Police Cap,Big Shades,NONE,NONE,NONE,NONE,Smile,NONE,NONE
6064,74.78,8466,3,Female,Female-Light,Knitted Cap,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6065,78.35,7889,3,Female,Female-Light,Wild Hair,Classic Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6066,97.64,5638,3,Male,Male-Light,Crazy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,Frown,NONE,NONE
6067,128.7,2602,2,Female,Female-Mid,Red Mohawk,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6068,105.33,4849,4,Male,Male-Mid,Stringy Hair,Horned Rim Glasses,Mustache,NONE,NONE,Cigarette,NONE,NONE,NONE
6069,91.55,6388,3,Male,Male-Mid,Shaved Head,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,Earring
6070,65.21,9191,3,Female,Female-Light,Knitted Cap,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,Earring
6071,128.68,2606,3,Female,Female-Dark,Straight Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6072,139.44,1954,2,Female,Female-Light,Blonde Bob,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
6073,163.23,1102,3,Female,Female-Light,Pigtails,Eye Patch,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6074,138.63,2000,4,Female,Female-Light,Red Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,Black Lipstick,NONE,Earring
6075,125.25,2868,2,Female,Female-Light,Straight Hair Dark,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6076,68.91,8966,3,Male,Male-Dark,Messy Hair,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6077,77.51,8038,3,Female,Female-Dark,Mohawk Thin,Nerd Glasses,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6078,129.01,2577,3,Female,Female-Mid,Red Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6079,83.57,7246,3,Female,Female-Light,Wild Hair,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6080,76.43,8238,2,Male,Male-Dark,Frumpy Hair,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6081,129.5,2532,1,Male,Male-Light,NONE,NONE,NONE,NONE,NONE,NONE,Smile,NONE,NONE
6082,86.33,6914,2,Male,Male-Mid,Peak Spike,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
6083,68.52,8994,3,Male,Male-Dark,Wild Hair,Horned Rim Glasses,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6084,110.45,4200,2,Female,Female-Albino,Tassle Hat,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6085,76.77,8177,2,Male,Male-Light,Frumpy Hair,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
6086,98.23,5560,4,Female,Female-Light,Frumpy Hair,NONE,NONE,NONE,NONE,Pipe,Hot Lipstick,NONE,Earring
6087,102.16,5196,3,Male,Male-Light,Peak Spike,Regular Shades,Goat,NONE,NONE,NONE,NONE,NONE,NONE
6088,84.63,7117,4,Female,Female-Dark,Mohawk,Nerd Glasses,NONE,Mole,NONE,NONE,NONE,NONE,Earring
6089,2262.76,10,2,Alien,Alien,Knitted Cap,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6090,79.86,7660,3,Male,Male-Light,Cap Forward,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6091,134.99,2197,1,Male,Male-Mid,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
6092,74.56,8481,3,Male,Male-Albino,Frumpy Hair,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
6093,161.45,1148,3,Female,Female-Mid,Half Shaved,NONE,NONE,NONE,NONE,Medical Mask,Hot Lipstick,NONE,NONE
6094,103.73,5020,2,Male,Male-Mid,Headband,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
6095,101.89,5225,2,Male,Male-Dark,Wild Hair,NONE,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
6096,82.3,7386,2,Female,Female-Light,Mohawk Thin,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6097,98.37,5549,2,Male,Male-Albino,Peak Spike,NONE,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
6098,121.2,3285,3,Female,Female-Mid,Straight Hair Dark,Big Shades,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6099,163.5,1098,2,Female,Female-Dark,Crazy Hair,Welding Goggles,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6100,140.73,1884,3,Male,Male-Light,Vampire Hair,Eye Patch,Mustache,NONE,NONE,NONE,NONE,NONE,NONE
6101,98.7,5517,3,Male,Male-Dark,Bandana,Regular Shades,NONE,NONE,NONE,NONE,Smile,NONE,NONE
6102,110.07,4233,2,Female,Female-Dark,Red Mohawk,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6103,72.26,8683,3,Male,Male-Light,Peak Spike,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6104,164.97,1063,4,Female,Female-Albino,Wild Blonde,Clown Eyes Blue,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,NONE
6105,121.68,3233,2,Male,Male-Dark,Shaved Head,NONE,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6106,129.89,2499,3,Male,Male-Mid,Hoodie,NONE,Chinstrap,NONE,NONE,NONE,Frown,NONE,NONE
6107,142.36,1781,3,Female,Female-Dark,Crazy Hair,Blue Eye Shadow,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
6108,69.23,8942,2,Male,Male-Mid,Headband,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6109,67.28,9062,2,Male,Male-Mid,Mohawk,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6110,69.58,8911,3,Female,Female-Light,Mohawk,NONE,NONE,NONE,NONE,Cigarette,Hot Lipstick,NONE,NONE
6111,147.18,1563,3,Female,Female-Dark,Pigtails,NONE,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
6112,106.74,4657,4,Male,Male-Mid,Mohawk Thin,Eye Patch,NONE,NONE,NONE,NONE,Frown,NONE,Earring
6113,125.98,2804,3,Female,Female-Dark,Messy Hair,Horned Rim Glasses,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
6114,107.13,4618,2,Male,Male-Dark,Police Cap,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6115,77.58,8026,2,Female,Female-Albino,Mohawk Dark,NONE,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6116,155.02,1317,4,Female,Female-Mid,Straight Hair Dark,Blue Eye Shadow,NONE,NONE,NONE,Cigarette,Purple Lipstick,NONE,NONE
6117,100.12,5391,4,Male,Male-Dark,Knitted Cap,Regular Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,Earring
6118,105.24,4860,3,Male,Male-Mid,Peak Spike,Eye Patch,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6119,77.22,8091,3,Male,Male-Light,Crazy Hair,Clown Eyes Blue,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6120,150.62,1434,3,Male,Male-Mid,Cap Forward,Small Shades,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6121,121.32,3271,2,Male,Male-Dark,Clown Hair Green,NONE,Goat,NONE,NONE,NONE,NONE,NONE,NONE
6122,79.1,7767,3,Male,Male-Dark,Wild Hair,NONE,Mustache,NONE,NONE,NONE,NONE,NONE,Earring
6123,75.19,8411,2,Male,Male-Mid,Bandana,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6124,89.85,6588,2,Male,Male-Light,Do-rag,NONE,NONE,NONE,NONE,Vape,NONE,NONE,NONE
6125,100.17,5382,4,Female,Female-Dark,Frumpy Hair,Clown Eyes Green,NONE,NONE,NONE,Cigarette,Black Lipstick,NONE,NONE
6126,91.48,6395,4,Male,Male-Dark,Messy Hair,Small Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
6127,70.07,8878,3,Male,Male-Mid,Mohawk Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6128,89.8,6596,2,Male,Male-Dark,Police Cap,Eye Patch,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6129,103.57,5040,3,Male,Male-Mid,Do-rag,Regular Shades,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6130,79.36,7719,2,Male,Male-Light,Mohawk Dark,NONE,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
6131,112.27,4002,3,Male,Male-Light,NONE,Horned Rim Glasses,Goat,NONE,NONE,NONE,NONE,NONE,Earring
6132,102.12,5201,4,Male,Male-Mid,Mohawk Thin,VR,Shadow Beard,NONE,NONE,Cigarette,NONE,NONE,NONE
6133,129.29,2552,3,Female,Female-Mid,Tassle Hat,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6134,86.4,6905,2,Male,Male-Albino,Frumpy Hair,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6135,106.89,4642,3,Male,Male-Mid,Hoodie,Regular Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6136,95.38,5911,3,Female,Female-Light,Bandana,Blue Eye Shadow,NONE,NONE,NONE,NONE,Black Lipstick,NONE,NONE
6137,115.96,3733,3,Male,Male-Mid,Hoodie,Small Shades,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
6138,122.16,3181,4,Male,Male-Light,Purple Hair,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
6139,167.01,1018,3,Male,Male-Albino,Mohawk,NONE,Normal Beard Black,Spots,NONE,NONE,NONE,NONE,NONE
6140,159.69,1190,3,Male,Male-Dark,Wild Hair,NONE,NONE,Spots,NONE,NONE,Frown,NONE,NONE
6141,174.21,888,3,Female,Female-Light,Pink With Hat,NONE,NONE,NONE,NONE,Pipe,Purple Lipstick,NONE,NONE
6142,93.63,6127,4,Male,Male-Light,Peak Spike,Clown Eyes Blue,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
6143,119.78,3399,4,Male,Male-Dark,Mohawk Thin,NONE,Mustache,NONE,NONE,Vape,NONE,NONE,Earring
6144,125.29,2863,4,Female,Female-Dark,Tassle Hat,Clown Eyes Blue,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,Earring
6145,887.1,50,3,Ape,Ape,Cap,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
6146,134.67,2210,3,Male,Male-Dark,Do-rag,NONE,Shadow Beard,NONE,Silver Chain,NONE,NONE,NONE,NONE
6147,93.22,6173,2,Male,Male-Albino,Do-rag,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6148,89.78,6600,2,Male,Male-Light,Mohawk,NONE,NONE,NONE,NONE,NONE,NONE,Clown Nose,NONE
6149,78.09,7945,2,Female,Female-Albino,Stringy Hair,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6150,129.59,2520,3,Female,Female-Mid,Straight Hair Dark,Clown Eyes Green,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6151,139.23,1968,3,Male,Male-Albino,Hoodie,3D Glasses,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6152,137.61,2057,3,Female,Female-Dark,Stringy Hair,Blue Eye Shadow,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
6153,1102.32,25,6,Male,Male-Mid,Messy Hair,Horned Rim Glasses,Goat,NONE,NONE,Medical Mask,NONE,Clown Nose,Earring
6154,144.25,1688,3,Male,Male-Dark,Peak Spike,Clown Eyes Blue,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6155,136.95,2089,3,Female,Female-Light,Blonde Bob,Blue Eye Shadow,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6156,117.37,3591,2,Male,Male-Mid,Shaved Head,NONE,NONE,NONE,Silver Chain,NONE,NONE,NONE,NONE
6157,59.55,9753,2,Male,Male-Dark,Bandana,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6158,127.67,2674,2,Female,Female-Mid,Straight Hair Dark,Blue Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6159,78.64,7845,3,Male,Male-Dark,Mohawk Thin,3D Glasses,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6160,93.72,6116,3,Male,Male-Light,Knitted Cap,Eye Patch,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6161,65.57,9167,2,Female,Female-Light,Crazy Hair,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6162,134.9,2201,4,Male,Male-Light,Knitted Cap,Horned Rim Glasses,Big Beard,NONE,NONE,NONE,NONE,NONE,Earring
6163,146.43,1590,2,Female,Female-Dark,Pigtails,NONE,NONE,Mole,NONE,NONE,NONE,NONE,NONE
6164,309.55,109,3,Female,Female-Dark,Blonde Bob,NONE,NONE,NONE,Choker,Cigarette,NONE,NONE,NONE
6165,209.83,528,2,Female,Female-Light,Tiara,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6166,123.64,3034,3,Male,Male-Mid,Hoodie,Eye Mask,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,NONE
6167,86.37,6910,2,Male,Male-Light,Cap,NONE,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,NONE
6168,95.46,5901,3,Male,Male-Dark,Headband,Nerd Glasses,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
6169,126.9,2738,2,Female,Female-Mid,Straight Hair,Purple Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6170,77.69,8010,2,Female,Female-Dark,Messy Hair,NONE,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6171,100.89,5312,3,Male,Male-Mid,Mohawk,Small Shades,Chinstrap,NONE,NONE,NONE,NONE,NONE,NONE
6172,99.04,5486,4,Male,Male-Dark,Mohawk,Nerd Glasses,Normal Beard Black,NONE,NONE,NONE,NONE,NONE,Earring
6173,100.63,5338,2,Male,Male-Dark,Mohawk Dark,NONE,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
6174,129.52,2531,3,Male,Male-Mid,Fedora,Small Shades,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6175,68.73,8979,3,Female,Female-Mid,Crazy Hair,Classic Shades,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6176,106.81,4650,3,Male,Male-Mid,Wild Hair,VR,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6177,76.64,8205,3,Male,Male-Light,Wild Hair,Regular Shades,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6178,171.56,926,4,Female,Female-Mid,Straight Hair,Classic Shades,NONE,NONE,NONE,Medical Mask,NONE,NONE,Earring
6179,82.76,7339,3,Male,Male-Mid,Stringy Hair,Eye Mask,NONE,NONE,NONE,Cigarette,NONE,NONE,NONE
6180,78.25,7912,2,Male,Male-Light,Knitted Cap,NONE,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6181,123.64,3035,3,Male,Male-Dark,Stringy Hair,NONE,Front Beard,NONE,NONE,NONE,NONE,Clown Nose,NONE
6182,241.22,325,2,Female,Female-Mid,Tiara,Green Eye Shadow,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6183,148.82,1499,3,Female,Female-Light,Straight Hair,VR,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6184,158.82,1210,3,Female,Female-Light,Wild Blonde,Green Eye Shadow,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6185,76.34,8256,2,Male,Male-Light,Mohawk Thin,NONE,Normal Beard,NONE,NONE,NONE,NONE,NONE,NONE
6186,118.73,3469,3,Female,Female-Mid,Red Mohawk,Clown Eyes Blue,NONE,NONE,NONE,NONE,NONE,NONE,Earring
6187,133.42,2282,2,Female,Female-Albino,Straight Hair Blonde,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6188,175.23,864,4,Male,Male-Mid,Shaved Head,NONE,Front Beard Dark,Rosy Cheeks,NONE,NONE,NONE,NONE,Earring
6189,90.87,6471,2,Male,Male-Light,Fedora,Big Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6190,107.87,4521,3,Female,Female-Albino,Tassle Hat,NONE,NONE,NONE,NONE,Cigarette,NONE,NONE,Earring
6191,120.16,3374,3,Female,Female-Light,Half Shaved,NONE,NONE,Mole,NONE,NONE,Hot Lipstick,NONE,NONE
6192,78.66,7837,2,Male,Male-Dark,Bandana,NONE,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6193,106.03,4760,4,Male,Male-Dark,Stringy Hair,Eye Patch,Front Beard Dark,NONE,NONE,NONE,NONE,NONE,Earring
6194,129.15,2568,3,Male,Male-Light,Mohawk Thin,Eye Patch,Big Beard,NONE,NONE,NONE,NONE,NONE,NONE
6195,100.6,5341,4,Male,Male-Mid,Crazy Hair,Big Shades,Goat,NONE,NONE,NONE,NONE,NONE,Earring
6196,101.16,5286,3,Male,Male-Light,Knitted Cap,Clown Eyes Blue,Luxurious Beard,NONE,NONE,NONE,NONE,NONE,NONE
6197,73.11,8603,2,Female,Female-Dark,Knitted Cap,Clown Eyes Green,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6198,70.87,8812,2,Male,Male-Dark,Do-rag,Horned Rim Glasses,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6199,127.79,2664,2,Female,Female-Dark,Frumpy Hair,NONE,NONE,Spots,NONE,NONE,NONE,NONE,NONE
6200,117.76,3551,3,Male,Male-Dark,Mohawk,Big Shades,NONE,NONE,Gold Chain,NONE,NONE,NONE,NONE
6201,109.05,4371,2,Female,Female-Mid,Straight Hair Dark,Regular Shades,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6202,111.54,4074,3,Male,Male-Albino,Shaved Head,Big Shades,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6203,135.54,2164,4,Male,Male-Light,Mohawk Dark,Horned Rim Glasses,Chinstrap,NONE,NONE,NONE,Frown,NONE,NONE
6204,149.79,1463,3,Male,Male-Light,Cowboy Hat,Small Shades,Front Beard,NONE,NONE,NONE,NONE,NONE,NONE
6205,96.99,5705,3,Female,Female-Dark,Mohawk Dark,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6206,114.91,3818,2,Female,Female-Dark,NONE,Purple Eye Shadow,NONE,NONE,NONE,NONE,Hot Lipstick,NONE,NONE
6207,81.87,7437,2,Male,Male-Light,Shaved Head,VR,NONE,NONE,NONE,NONE,NONE,NONE,NONE
6208,81.83,7440,2,Male,Male-Mid,NONE,NONE,Shadow Beard,NONE,NONE,NONE,NONE,NONE,Earring
6209,110.78,4156,3,Male,Male-Light,Cap,Eye Mask,NONE,NONE,NONE,Pipe,NONE,NONE,NONE
6210,114.48,3851,3,Male,Male-Mid,Bandana,Classic Shades,NONE,NONE,NONE,Medical Mask,NONE,NONE,NONE
6211,100.3,5371,3,Male,Male-Dark,Knitted Cap,Eye Patch,Handlebars,NONE,NONE,NONE,NONE,NONE,NONE
6212,80.91,7537,2,Male,Male-Light,Cap,NONE,Muttonchops,NONE,NONE,NONE,NONE,NONE,NONE
6213,75.59,8360,3,Male,Male-Light,Stringy Hair,Horned Rim Glasses,Shadow Beard,NONE,NONE,NONE,NONE,NONE,NONE
6214,123.7,3030,3,Male,Male-Mid,Cap Forward,Eye Mask,Goat,NONE,NONE,NONE,NONE,NONE,NONE
6215,132.55,2320,3,Female,Female-Light,Blonde Short,Regular Shades,NONE,NONE,NONE,NONE,Purple Lipstick,NONE,NONE
6216,179.11,802,3,Female,Female-Albino,Straight Hair Blonde,Green Eye Shadow,NONE,NONE,NONE,Vape,NONE,NONE,NONE
